"","station","depth","date","arrival.time.local","latitude.degrees","latitude.min.sec","longitude.degrees","longitude.min.sec","weather","secchi.depth.meters","secchi.on.bottom","station.depth.meters","sample.depth.meters","temperature.celcius","do.mgl","do.percent.saturation","salinity.ppt","pH.nbs","ph.mv","nitrate.plus.nitrite.uml","nitrite.uml","orthophosphate.uml","ammonia.uml","final.chlorophyll.concentration.ugl","doc.mgl","delta.13c","delta.15n","tss.mgl","percent.organic","comments.field","comments.nutrients","comments.chlorophyll","comments.doc","comments.isotopes"
"923",4,"mid",20170925,1002,41,35.879,71,22.899,"wind: NA, air temp: NA, sea state: NA, miscellaneous: NA",3.5,"n",10.8,5,19.48,7.94,106.4,30.71,7.7,-46,3.98,0.49,2.23,9.01,3.23,1.37,-24.69,7.82,2.63,33.96,NA,NA,NA,NA,NA
"924",4,"bottom",20170925,1002,41,35.879,71,22.899,"wind: NA, air temp: NA, sea state: NA, miscellaneous: NA",3.5,"n",10.8,10,18.9,7.15,93.5,31.17,7.65,-43.9,3.02,0.5,2.09,9.66,1.07,1.34,-23.49,9.86,5.34,7.21,NA,NA,NA,NA,NA
"925",5,"surface",20170925,810,41,29.551,71,24.694,"wind: E <5 knots, air temp: NA, sea state: NA, miscellaneous: sunny",3,"n",14.4,1,19.08,7.21,96.3,30.63,7.65,-44,4.59,0.49,2.19,9.9,1.82,1.54,-24.67,8.13,2.94,32,NA,NA,NA,NA,NA
"926",5,"mid",20170925,810,41,29.551,71,24.694,"wind: E <5 knots, air temp: NA, sea state: NA, miscellaneous: sunny",3,"n",14.4,7,18.94,7.11,94.8,30.85,7.65,-44.1,3.21,0.48,2.45,9.61,2.17,1.45,-23.81,8.12,3.69,29.69,NA,NA,NA,NA,NA
"927",5,"bottom",20170925,810,41,29.551,71,24.694,"wind: E <5 knots, air temp: NA, sea state: NA, miscellaneous: sunny",3,"n",14.4,13.8,18.6,7.05,93.8,31.22,7.67,-45.2,2.35,0.27,2,7.73,1.31,1.16,-22.15,7.8,6.4,13.99,NA,NA,NA,NA,NA
"928",6,"surface",20170926,910,41,38.499,71,18.6,"wind: E <5 knots, air temp: NA, sea state: NA, miscellaneous: cloudy",3.1,"n",10.1,1,20.81,9.08,121.6,30.81,7.87,-90.8,2.85,0.42,1.92,5.41,7.52,1.56,-24.67,12.11,3.09,44.31,NA,NA,NA,NA,NA
"929",6,"mid",20170926,910,41,38.499,71,18.6,"wind: E <5 knots, air temp: NA, sea state: NA, miscellaneous: cloudy",3.1,"n",10.1,5,19.59,7.54,99.2,31.11,7.82,-87.3,3.52,0.44,2.23,6.7,4.46,1.2,-25.08,10.93,4.68,33.97,NA,NA,NA,NA,NA
"930",6,"bottom",20170926,910,41,38.499,71,18.6,"wind: E <5 knots, air temp: NA, sea state: NA, miscellaneous: cloudy",3.1,"n",10.1,9.5,19.06,6.62,86,31.32,7.77,-84.4,2.82,0.46,2.29,9.41,1.9,NA,-24.23,9.15,5.83,21.11,NA,NA,NA,"data not available",NA
"931",7,"surface",20170925,930,41,33.998,71,18.659,"wind: NA, air temp: NA, sea state: NA, miscellaneous: NA",5,"n",17.7,1,19.45,7.53,101.1,31.08,7.69,-46.6,2.96,0.43,2.21,8.21,3.93,1.19,-24.94,7.88,10.07,31.73,NA,NA,NA,NA,NA
"932",7,"mid",20170925,930,41,33.998,71,18.659,"wind: NA, air temp: NA, sea state: NA, miscellaneous: NA",5,"n",17.7,9,18.99,7.01,93.2,31.59,7.7,-44.8,2.08,0.43,1.71,7.53,1.21,0.98,-23.98,9.76,2.28,37.87,NA,NA,NA,NA,NA
"933",7,"bottom",20170925,930,41,33.998,71,18.659,"wind: NA, air temp: NA, sea state: NA, miscellaneous: NA",5,"n",17.7,17.5,18.28,6.94,91.8,31.64,7.69,-46.6,4.14,0.42,2.5,8.54,1.2,0.97,-24.06,9.38,3.8,25.79,NA,NA,NA,NA,NA
"934",8,"surface",20170925,855,41,29.691,71,21.229,"wind: E <5 knots, air temp: NA, sea state: NA, miscellaneous: sunny",4.5,"n",32.1,1,18.72,7.27,97,31.55,7.7,-47.2,5.68,0.41,2.12,7.24,1.47,0.97,-24.61,7.7,2.6,41.27,NA,NA,NA,NA,NA
"935",8,"mid",20170925,855,41,29.691,71,21.229,"wind: E <5 knots, air temp: NA, sea state: NA, miscellaneous: sunny",4.5,"n",32.1,16,18.47,7.15,95.1,31.59,7.7,-47,2.16,0.44,2.09,7.41,1.49,1.01,-24.16,8.72,2.73,34.65,NA,NA,NA,NA,NA
"936",8,"bottom",20170925,855,41,29.691,71,21.229,"wind: E <5 knots, air temp: NA, sea state: NA, miscellaneous: sunny",4.5,"n",32.1,30,18.09,7.04,92.9,31.73,7.7,-46.8,2.28,0.45,1.9,6.98,1.12,1.01,-23.37,9.31,3.08,25.08,NA,NA,NA,NA,NA
"937",1,"surface",20171102,812,41,45.603,71,22.693,"wind: SE 8 knots, air temp: NA, sea state: NA, miscellaneous: cloudy",1.5,"n",7.1,1,14.61,8.28,89.6,15.67,7.61,-81.8,28.19,0.54,1.5,10.44,0.97,4.88,-28.25,8.77,2.81,61.33,NA,NA,NA,NA,NA
"938",1,"mid",20171102,812,41,45.603,71,22.693,"wind: SE 8 knots, air temp: NA, sea state: NA, miscellaneous: cloudy",1.5,"n",7.1,3.5,16.46,6.49,78,27.44,7.51,-76.6,13.77,0.8,2.72,13.5,1.31,2.96,-26.11,11.99,2.89,43.23,NA,NA,NA,NA,NA
"939",1,"bottom",20171102,812,41,45.603,71,22.693,"wind: SE 8 knots, air temp: NA, sea state: NA, miscellaneous: cloudy",1.5,"n",7.1,6.5,16.48,6.5,79.3,28.64,7.55,-79,9.18,0.77,2.48,12.71,0.97,2.33,-24.16,13.53,4.05,32.21,NA,NA,NA,NA,NA
"940",2,"surface",20171102,845,41,41.94,71,19.565,"wind: SE 8 knots, air temp: NA, sea state: NA, miscellaneous: cloudy",2.7,"n",7.5,1,14.9,8.21,95.2,25.82,7.65,-84.4,11.56,0.69,2.1,11.06,2.21,2.65,-25.47,8.68,2.12,55.34,NA,NA,NA,NA,NA
"941",2,"mid",20171102,845,41,41.94,71,19.565,"wind: SE 8 knots, air temp: NA, sea state: NA, miscellaneous: cloudy",2.7,"n",7.5,3.75,15.51,7.38,87.7,28.4,7.63,-83.3,6.91,0.53,2.19,10.2,3.31,2.55,-25.16,10.47,2.5,43.64,NA,NA,NA,NA,NA
"942",2,"bottom",20171102,845,41,41.94,71,19.565,"wind: SE 8 knots, air temp: NA, sea state: NA, miscellaneous: cloudy",2.7,"n",7.5,6.5,16.25,6.93,84.8,30.07,7.62,-82.9,6.79,0.58,2.71,10.01,1.31,2.17,-24.55,13.85,3.11,26.51,NA,NA,NA,NA,NA
"943",3,"surface",20171102,950,41,39.508,71,23.207,"wind: SE 8 knots, air temp: NA, sea state: NA, miscellaneous: cloudy",2.9,"n",5.5,1,15.44,7.41,88.5,28.89,7.76,-90.7,6.22,0.49,2.44,9.81,2.27,2.47,-24.51,9.66,4.36,20.11,NA,NA,NA,NA,NA
"944",3,"mid",20171102,950,41,39.508,71,23.207,"wind: SE 8 knots, air temp: NA, sea state: NA, miscellaneous: cloudy",2.9,"n",5.5,2.5,15.33,7.47,89,28.94,7.76,-90.8,6.88,0.49,2.41,10.31,1.57,2.15,-24.38,9.65,2.76,29.81,NA,NA,NA,NA,NA
"945",3,"bottom",20171102,950,41,39.508,71,23.207,"wind: SE 8 knots, air temp: NA, sea state: NA, miscellaneous: cloudy",2.9,"n",5.5,4.5,15.29,7.48,89.2,29,7.76,-90.9,5.46,0.5,2.17,10.01,2.36,2.69,-24.45,9.61,2.86,15.96,NA,NA,NA,NA,NA
"946",4,"surface",20171101,1020,41,35.9,71,22.899,"wind: NA, air temp: NA, sea state: NA, miscellaneous: NA",3,"n",10.2,1,14.31,8.08,93.6,27.7,7.78,-92.2,9.6,0.54,1.94,9.73,1.99,2.15,-24.34,13.67,2.89,26,NA,NA,NA,NA,NA
"947",4,"mid",20171101,1020,41,35.9,71,22.899,"wind: NA, air temp: NA, sea state: NA, miscellaneous: NA",3,"n",10.2,5,15.98,7.72,94.6,31.32,7.81,-93.9,1.29,0.34,1.82,5.94,3.6,2,-22,13.69,3.34,28.6,NA,NA,NA,NA,NA
"948",4,"bottom",20171101,1020,41,35.9,71,22.899,"wind: NA, air temp: NA, sea state: NA, miscellaneous: NA",3,"n",10.2,9,16.01,7.65,93.8,31.36,7.82,-94.7,2.5,0.32,2.1,6.1,1.42,1.91,-21.98,14.87,3.58,28.67,NA,NA,NA,NA,NA
"949",5,"surface",20171101,810,41,29.547,71,24.698,"wind: N 5 knots, air temp: NA, sea state: NA, miscellaneous: cloudy",1.75,"n",14.6,1,16.29,7.78,96.2,31.99,6.98,-48.8,5,0.5,1.84,7,1.48,1.53,-20.95,15.92,9.11,17.09,NA,NA,NA,NA,NA
"950",5,"mid",20171101,810,41,29.547,71,24.698,"wind: N 5 knots, air temp: NA, sea state: NA, miscellaneous: cloudy",1.75,"n",14.6,7.3,16.37,7.63,94.7,32.04,7.43,-71.8,2.09,0.51,2.01,6.72,1.48,1.7,-20.49,14.63,9.12,17.35,NA,NA,NA,NA,NA
"951",5,"bottom",20171101,810,41,29.547,71,24.698,"wind: N 5 knots, air temp: NA, sea state: NA, miscellaneous: cloudy",1.75,"n",14.6,14,16.4,7.58,94.1,32.05,7.55,-78.7,2.41,0.57,1.7,6.86,1.75,1.61,-19.65,13.32,13.61,13.58,NA,NA,NA,NA,NA
"952",6,"surface",20171102,920,41,38.496,71,18.599,"wind: SE 8 knots, air temp: NA, sea state: NA, miscellaneous: cloudy",3.5,"n",10.6,1,16.14,7.49,91.5,30.26,7.71,-88.2,6.87,0.68,2.42,8.67,2.7,1.94,-24.44,12.22,2.5,23,NA,NA,NA,NA,NA
"953",6,"mid",20171102,920,41,38.496,71,18.599,"wind: SE 8 knots, air temp: NA, sea state: NA, miscellaneous: cloudy",3.5,"n",10.6,5,16.14,7.44,90.9,30.28,7.72,-88.9,8.77,0.66,2.37,8.96,2.61,2.1,-24.38,12.17,2.31,29.88,NA,NA,NA,NA,NA
"954",6,"bottom",20171102,920,41,38.496,71,18.599,"wind: SE 8 knots, air temp: NA, sea state: NA, miscellaneous: cloudy",3.5,"n",10.6,10,16.47,7.21,88.5,30.65,7.72,-88.7,6.67,0.58,2.58,8.3,1.04,1.96,-23.64,15.6,4.11,20.63,NA,NA,NA,NA,NA
"955",7,"surface",20171101,945,41,33.998,71,18.66,"wind: N 5 knots, air temp: NA, sea state: NA, miscellaneous: cloudy",4,"n",17.4,1,15.18,8.05,95,28.56,7.77,-91.5,9.48,0.66,2.28,9.41,2.06,2.72,-24.52,12.82,2.54,33.51,NA,NA,NA,NA,NA
"956",7,"mid",20171101,945,41,33.998,71,18.66,"wind: N 5 knots, air temp: NA, sea state: NA, miscellaneous: cloudy",4,"n",17.4,8.8,16.34,7.45,91.7,31.08,7.77,-91.9,4.9,0.54,1.87,8.05,2.34,1.94,-23.47,14.82,2.73,19.78,NA,NA,NA,NA,NA
"957",7,"bottom",20171101,945,41,33.998,71,18.66,"wind: N 5 knots, air temp: NA, sea state: NA, miscellaneous: cloudy",4,"n",17.4,17,16.82,7.39,92.2,31.58,7.79,-93.1,2.56,0.49,2.15,7.01,2.2,1.94,-21.97,14.42,2.75,29.6,NA,NA,NA,NA,NA
"958",8,"surface",20171101,905,41,29.693,71,21.231,"wind: NA, air temp: NA, sea state: NA, miscellaneous: NA",5.5,"n",32,1,16.65,7.67,95.6,31.79,7.71,-88.4,1.79,0.45,2,6.7,2.51,2.5,-22.15,14.18,2.75,30.89,NA,NA,NA,NA,NA
"959",8,"mid",20171101,905,41,29.693,71,21.231,"wind: NA, air temp: NA, sea state: NA, miscellaneous: NA",5.5,"n",32,16,16.71,7.52,93.7,31.88,7.74,-90.1,2.05,0.46,2,6.52,0.89,1.88,-21.76,12.95,3.44,25.8,NA,NA,NA,NA,NA
"960",8,"bottom",20171101,905,41,29.693,71,21.231,"wind: NA, air temp: NA, sea state: NA, miscellaneous: NA",5.5,"n",32,31,16.76,7.36,92,32.01,7.76,-91.4,3.01,0.51,1.72,6.66,2.66,1.74,-21.61,13.48,4.21,21.36,NA,NA,NA,NA,NA
"961",1,"surface",20171130,937,41,45.601,71,22.702,"wind: NW 5 knots, air temp: 1.67 °C, sea state: NA, miscellaneous: partly sunny",3.4,"n",5.2,1,8.01,9.56,93.7,22.72,7.71,-89.9,26.22,0.83,2.48,11.46,1.38,2.52,-27.17,8.49,3.16,31.98,NA,NA,NA,NA,NA
"962",1,"mid",20171130,937,41,45.601,71,22.702,"wind: NW 5 knots, air temp: 1.67 °C, sea state: NA, miscellaneous: partly sunny",3.4,"n",5.2,2.6,9.4,8.83,91.9,27.32,7.68,-88.5,17.47,0.83,1.76,8.97,2.22,2.02,-26.27,9.65,2.16,43.49,NA,NA,NA,NA,NA
"963",1,"bottom",20171130,937,41,45.601,71,22.702,"wind: NW 5 knots, air temp: 1.67 °C, sea state: NA, miscellaneous: partly sunny",3.4,"n",5.2,4.8,10.87,7.88,86.6,29.84,7.66,-87.9,12.48,0.86,1.68,7.95,1.41,1.74,-24.75,11.47,2.31,49.87,NA,NA,NA,NA,NA
"964",2,"surface",20171130,906,41,41.936,71,19.56,"wind: NW 5 knots, air temp: 1.11 °C, sea state: NA, miscellaneous: partly sunny",4.8,"n",6.6,1,7.92,9.64,96.7,26.19,7.67,-87.9,16.26,0.89,1.87,8.34,1.76,2.12,-25.72,11.6,3.15,28.83,NA,NA,NA,NA,NA
"965",2,"mid",20171130,906,41,41.936,71,19.56,"wind: NW 5 knots, air temp: 1.11 °C, sea state: NA, miscellaneous: partly sunny",4.8,"n",6.6,3.3,8.24,9.44,95.8,27.42,7.69,-88.9,13.92,0.83,1.62,7.86,2.21,1.9,-25.58,10.08,2.66,33.05,NA,NA,NA,NA,NA
"966",2,"bottom",20171130,906,41,41.936,71,19.56,"wind: NW 5 knots, air temp: 1.11 °C, sea state: NA, miscellaneous: partly sunny",4.8,"n",6.6,6,10.36,8.38,90.7,29.74,7.67,-88.3,10.12,0.89,1.9,7.42,1.81,1.73,-24.74,11.85,1.77,40.81,NA,NA,NA,NA,NA
"967",3,"surface",20171130,1010,41,39.5,71,23.195,"wind: NW 5 knots, air temp: 1.67 °C, sea state: NA, miscellaneous: partly cloudy",4.7,"y",4.7,1,8.17,9.4,95.3,27.41,7.7,-89.3,12.07,0.84,1.87,7.75,1.86,1.9,-26.14,10.14,2.14,38.64,"secchi on bottom",NA,NA,NA,NA
"968",3,"mid",20171130,1010,41,39.5,71,23.195,"wind: NW 5 knots, air temp: 1.67 °C, sea state: NA, miscellaneous: partly cloudy",4.7,"y",4.7,2.3,8.02,9.37,94.9,27.83,7.7,-89.5,13.09,0.81,2.29,8.68,1.76,1.82,-26.1,11.13,1.79,40.15,"secchi on bottom",NA,NA,NA,NA
"969",3,"bottom",20171130,1010,41,39.5,71,23.195,"wind: NW 5 knots, air temp: 1.67 °C, sea state: NA, miscellaneous: partly cloudy",4.7,"y",4.7,4.7,8.22,9.19,94,28.56,7.7,-89.5,11.64,0.8,1.69,7.76,1.55,1.68,-25.3,9.49,3.12,32.02,"secchi on bottom",NA,NA,NA,NA
"970",4,"surface",20171128,1030,41,35.901,71,22.903,"wind: NA, air temp: 1.67 °C, sea state: NA, miscellaneous: sunny",6.1,"n",10.4,1,8.56,9.55,98.7,29.36,7.71,-90.3,9.76,0.82,1.54,7.24,2.32,1.62,-25.77,8.92,3.6,46.88,NA,NA,NA,NA,NA
"971",4,"mid",20171128,1030,41,35.901,71,22.903,"wind: NA, air temp: 1.67 °C, sea state: NA, miscellaneous: sunny",6.1,"n",10.4,5.2,8.71,9.35,97.4,29.76,7.74,-91.6,8.12,0.83,1.12,6.61,3.42,1.5,-25.28,10.15,6.85,20.19,NA,NA,NA,NA,NA
"972",4,"bottom",20171128,1030,41,35.901,71,22.903,"wind: NA, air temp: 1.67 °C, sea state: NA, miscellaneous: sunny",6.1,"n",10.4,10,10.18,8.57,91.7,30.53,7.72,-91,7.8,0.85,1.18,6.24,1.88,1.51,-24.79,10.85,5.35,18.48,NA,NA,NA,NA,NA
"973",5,"surface",20171128,839,41,29.551,71,24.7,"wind: NE 10 knots, air temp: 1.67 °C, sea state: NA, miscellaneous: sunny",5.5,"n",13.9,1,9.6,9.7,103,30.54,6.92,-47.9,7.08,0.8,1.48,6.11,2.65,1.5,-24.53,9.73,4.45,21.13,NA,NA,NA,NA,NA
"974",5,"mid",20171128,839,41,29.551,71,24.7,"wind: NE 10 knots, air temp: 1.67 °C, sea state: NA, miscellaneous: sunny",5.5,"n",13.9,7,9.79,9,96.4,30.6,7.25,-64.9,6.65,0.8,1.33,5.88,2.53,1.44,-24.34,12.17,3.08,22.44,NA,NA,NA,NA,NA
"975",5,"bottom",20171128,839,41,29.551,71,24.7,"wind: NE 10 knots, air temp: 1.67 °C, sea state: NA, miscellaneous: sunny",5.5,"n",13.9,13.5,11.75,7.97,89.5,31.72,7.39,-72.6,9.32,0.84,1.34,5.78,2.59,1.35,-24.04,10.34,3.9,20.82,NA,NA,NA,NA,NA
"976",6,"surface",20171130,833,41,38.499,71,18.601,"wind: NE 5 knots, air temp: 0.56 °C, sea state: NA, miscellaneous: partly sunny",5.9,"n",10.1,1,8.36,9.53,97.7,28.24,7.54,-81.3,11.78,0.8,1.63,7.59,2.35,1.75,-25.39,10.41,3.89,22.93,NA,NA,NA,NA,NA
"977",6,"mid",20171130,833,41,38.499,71,18.601,"wind: NE 5 knots, air temp: 0.56 °C, sea state: NA, miscellaneous: partly sunny",5.9,"n",10.1,5,9.23,9.1,95.6,29.17,7.57,-82.6,10.92,0.79,1.38,6.34,2.34,1.57,-25.37,8.9,1.9,44.79,NA,NA,NA,NA,NA
"978",6,"bottom",20171130,833,41,38.499,71,18.601,"wind: NE 5 knots, air temp: 0.56 °C, sea state: NA, miscellaneous: partly sunny",5.9,"n",10.1,9.5,11.68,7.78,87.6,31.25,7.57,-82.7,8.7,0.85,1.45,5.76,1.27,1.39,-24.17,14.1,1.88,48.84,NA,NA,NA,NA,NA
"979",7,"surface",20171128,1000,41,33.996,71,18.66,"wind: 10 knots, air temp: 1.67 °C, sea state: NA, miscellaneous: sunny",6,"n",17.4,1,8.66,9.36,96.5,28.55,7.71,-90.5,11.07,0.82,1.43,6.77,1.87,1.66,-25.84,10.87,2.15,29.97,NA,NA,NA,NA,NA
"980",7,"mid",20171128,1000,41,33.996,71,18.66,"wind: 10 knots, air temp: 1.67 °C, sea state: NA, miscellaneous: sunny",6,"n",17.4,8.7,12.31,7.75,88.4,31.91,7.71,-90.8,8.22,0.87,1.52,5.2,1.74,1.34,-24.79,10.41,2.71,30.92,NA,NA,NA,NA,NA
"981",7,"bottom",20171128,1000,41,33.996,71,18.66,"wind: 10 knots, air temp: 1.67 °C, sea state: NA, miscellaneous: sunny",6,"n",17.4,17,13.39,7.18,84.1,32.69,7.73,-91.8,6.92,0.86,1.26,4.66,1.37,1.14,-24.09,11.17,2.98,25.28,NA,NA,NA,NA,NA
"982",8,"surface",20171128,922,41,29.701,71,21.245,"wind: NE 10 knots, air temp: 1.67 °C, sea state: NA, miscellaneous: sunny",5.8,"n",32.1,1,9.42,9.6,101.2,30.06,7.57,-82.5,7.88,0.76,1.76,6.02,2.49,1.49,-25.19,10.59,2,47.46,NA,NA,NA,NA,NA
"983",8,"mid",20171128,922,41,29.701,71,21.245,"wind: NE 10 knots, air temp: 1.67 °C, sea state: NA, miscellaneous: sunny",5.8,"n",32.1,16,12.27,8.02,91.3,32.06,7.63,-86.5,7.17,0.8,1.66,5.34,2.02,1.26,-24.17,9.59,2.34,40.26,NA,NA,NA,NA,NA
"984",8,"bottom",20171128,922,41,29.701,71,21.245,"wind: NE 10 knots, air temp: 1.67 °C, sea state: NA, miscellaneous: sunny",5.8,"n",32.1,31.5,13.69,7.03,83.1,33.05,7.68,-89.1,6.8,0.78,1.8,5.21,1.75,1.1,-23.76,11.87,3.39,30.34,NA,NA,NA,NA,NA
"985",1,"surface",20171219,925,41,45.601,71,22.695,"wind: W 8 knots, air temp: NA, sea state: NA, miscellaneous: overcast",3.5,"n",6.9,1,5.44,9.71,91,25.81,7.68,-95.3,22,0.57,2.36,8.41,0.92,2.15,-27.29,9.79,3.19,22.94,NA,NA,NA,NA,NA
"986",1,"mid",20171219,925,41,45.601,71,22.695,"wind: W 8 knots, air temp: NA, sea state: NA, miscellaneous: overcast",3.5,"n",6.9,3.5,5.6,9.45,90.3,27.67,7.67,-95.1,15.51,0.56,1.77,6.28,2.17,1.87,-26.11,9.4,2.65,32.94,NA,NA,NA,NA,NA
"987",1,"bottom",20171219,925,41,45.601,71,22.695,"wind: W 8 knots, air temp: NA, sea state: NA, miscellaneous: overcast",3.5,"n",6.9,6.5,5.97,9.27,89.9,28.53,7.67,-95.2,9.43,0.46,1.7,5.82,1.4,1.56,-25.06,10.03,2.92,21.78,NA,NA,NA,NA,NA
"988",2,"surface",20171219,855,41,41.935,71,19.564,"wind: W 8 knots, air temp: NA, sea state: NA, miscellaneous: overcast",4.5,"n",8,1,4.46,10.16,94.1,27.18,7.69,-96,11.15,0.51,2.34,6.41,1.42,1.61,-26.17,10.04,1.9,46.08,NA,NA,NA,NA,NA
"989",2,"mid",20171219,855,41,41.935,71,19.564,"wind: W 8 knots, air temp: NA, sea state: NA, miscellaneous: overcast",4.5,"n",8,4,5.13,9.79,92.8,28.17,7.68,-95.9,11.31,0.53,1.92,5.97,1.12,1.61,-25.5,12.5,6.49,16.27,NA,NA,NA,NA,NA
"990",2,"bottom",20171219,855,41,41.935,71,19.564,"wind: W 8 knots, air temp: NA, sea state: NA, miscellaneous: overcast",4.5,"n",8,7.5,6.51,9.26,91.5,29.53,7.67,-95.3,7.97,0.4,1.13,5.05,1.21,1.5,-25.79,11.7,5.58,5.6,NA,NA,NA,NA,NA
"991",3,"surface",20171219,1000,41,39.499,71,23.195,"wind: W 8 knots, air temp: NA, sea state: NA, miscellaneous: overcast",4,"n",5.8,1,4,10.26,94.5,28.13,7.67,-94.7,8.89,0.44,1.14,4.84,1.04,1.57,-26.52,11.85,1.74,32.98,NA,NA,NA,NA,NA
"992",3,"mid",20171219,1000,41,39.499,71,23.195,"wind: W 8 knots, air temp: NA, sea state: NA, miscellaneous: overcast",4,"n",5.8,3,3.98,10.17,93.7,28.13,7.68,-95.1,7.25,0.4,1.34,5.38,1.16,1.71,-26.53,11.27,2.58,28.56,NA,NA,NA,NA,NA
"993",3,"bottom",20171219,1000,41,39.499,71,23.195,"wind: W 8 knots, air temp: NA, sea state: NA, miscellaneous: overcast",4,"n",5.8,5.5,4.15,10.06,93.2,28.43,7.67,-94.9,11.54,0.55,1.12,4.91,1.69,1.53,-26.34,10.58,1.94,42.01,NA,NA,NA,NA,NA
"994",4,"surface",20171218,1015,41,35.896,71,22.894,"wind: SE 5 knots, air temp: NA, sea state: NA, miscellaneous: overcast",4.9,"n",11,1,4.65,10.05,95.2,29.28,7.69,-95.7,10.1,0.6,1.68,5.03,1.36,1.4,-26.02,11.35,2.53,38.87,NA,NA,NA,NA,NA
"995",4,"mid",20171218,1015,41,35.896,71,22.894,"wind: SE 5 knots, air temp: NA, sea state: NA, miscellaneous: overcast",4.9,"n",11,5.5,4.99,9.85,93.8,29.43,7.69,-95.9,9.43,0.55,1.25,5,1.75,1.43,-25.87,11.37,4.08,25.14,NA,NA,NA,NA,NA
"996",4,"bottom",20171218,1015,41,35.896,71,22.894,"wind: SE 5 knots, air temp: NA, sea state: NA, miscellaneous: overcast",4.9,"n",11,10,5.11,9.73,93.1,29.53,7.69,-96.1,7.05,0.48,1.43,5.33,1.63,1.36,-25.29,11.8,6.74,16.46,NA,NA,NA,NA,NA
"997",5,"surface",20171218,845,41,29.556,71,24.699,"wind: light, air temp: NA, sea state: NA, miscellaneous: overcast",3.6,"n",15.2,1.1,7.07,9.16,92.5,30.79,7.43,-82.8,6.68,0.65,1.17,5.07,1.03,1.27,-23.98,10.55,3.79,18.86,NA,NA,NA,NA,NA
"998",5,"mid",20171218,845,41,29.556,71,24.699,"wind: light, air temp: NA, sea state: NA, miscellaneous: overcast",3.6,"n",15.2,7.5,7.24,9.06,91.9,30.82,7.47,-84.3,7.21,0.65,1.57,4.6,0.6,1.21,-24.1,10.81,4.09,19.28,NA,NA,NA,NA,NA
"999",5,"bottom",20171218,845,41,29.556,71,24.699,"wind: light, air temp: NA, sea state: NA, miscellaneous: overcast",3.6,"n",15.2,15,7.64,8.9,91.2,30.95,7.5,-85.8,7.17,0.71,1.45,4.54,0.72,1.22,-23.71,11.14,6.95,17.07,NA,NA,NA,NA,NA
"1000",6,"surface",20171219,830,41,38.506,71,18.601,"wind: W 8 knots, air temp: NA, sea state: NA, miscellaneous: overcast",5,"n",11,1,4.28,10.14,94,27.84,7.72,-97.5,11.77,0.56,1.63,5.91,0.98,1.59,-26.07,12.28,1.79,30.91,NA,NA,NA,NA,NA
"1001",6,"mid",20171219,830,41,38.506,71,18.601,"wind: W 8 knots, air temp: NA, sea state: NA, miscellaneous: overcast",5,"n",11,5.5,6.65,9.33,92.5,29.64,7.68,-95.5,9.95,0.56,2.42,7.46,1.16,1.53,-25.61,10.31,6.39,14.96,NA,NA,NA,NA,NA
"1002",6,"bottom",20171219,830,41,38.506,71,18.601,"wind: W 8 knots, air temp: NA, sea state: NA, miscellaneous: overcast",5,"n",11,10.5,7.34,9.04,91.4,30.23,7.68,-95.6,7.62,0.57,1.6,9.75,0.75,1.31,-24.6,10.81,3.14,20.33,NA,NA,NA,NA,NA
"1003",7,"surface",20171218,950,41,33.997,71,18.657,"wind: SE 5 knots, air temp: NA, sea state: NA, miscellaneous: overcast",5.7,"n",18.4,1,6.44,9.47,93.7,29.76,7.67,-95,11.01,0.67,1.52,7.37,0.67,1.33,-25.61,12.99,3.45,23.49,NA,NA,NA,NA,NA
"1004",7,"mid",20171218,950,41,33.997,71,18.657,"wind: SE 5 knots, air temp: NA, sea state: NA, miscellaneous: overcast",5.7,"n",18.4,9.1,6.72,9.3,92.8,30,7.68,-95.8,6.12,0.48,1.7,6.8,1.01,1.38,-25.67,10.58,4.15,16.46,NA,NA,NA,NA,NA
"1005",7,"bottom",20171218,950,41,33.997,71,18.657,"wind: SE 5 knots, air temp: NA, sea state: NA, miscellaneous: overcast",5.7,"n",18.4,16,7.77,8.97,92,30.63,7.7,-96.9,5.9,0.48,0.83,8.63,0.84,1.07,-24.54,12.35,5.19,16.38,NA,NA,NA,NA,NA
"1006",8,"surface",20171218,915,41,29.692,71,21.231,"wind: light, air temp: NA, sea state: NA, miscellaneous: overcast",5.2,"n",33.1,1,8.2,9.14,95.4,31.08,7.57,-89.8,6.11,0.47,0.8,3.17,0.65,1.09,-24.59,10.84,2.55,9.41,NA,NA,NA,NA,NA
"1007",8,"mid",20171218,915,41,29.692,71,21.231,"wind: light, air temp: NA, sea state: NA, miscellaneous: overcast",5.2,"n",33.1,16.6,8.65,8.8,92.5,31.3,7.64,-93.7,5.38,0.54,0.96,4.56,0.83,1.19,-24.56,11.65,8.16,16.11,NA,NA,NA,NA,NA
"1008",8,"bottom",20171218,915,41,29.692,71,21.231,"wind: light, air temp: NA, sea state: NA, miscellaneous: overcast",5.2,"n",33.1,32.2,9.06,8.58,91.2,31.55,7.67,-95.6,5.1,0.54,0.96,5.47,0.63,0.54,-24.86,11.46,3.33,19.92,NA,NA,NA,NA,NA
